%%MatrixMarket matrix csr real symmetric
5357 5357 106526
820.307	0	0
6.1401	0	1
1.65955	1	3
-0.0127815	0	6
0.00986089	1	7
0.000151933	2	9
1838.77	3	12
-0.930758	3	13
0.464854	4	15
0.0493145	3	18
-0.00138405	4	19
0.000256534	5	21
1838.77	6	24
0.926872	6	28
0.46485	7	33
-0.0539013	6	39
-0.000583868	7	43
0.000261034	8	48
820.31	9	54
6.14015	9	58
1.65958	10	63
0.0127815	9	69
-0.00986101	10	73
0.000151934	11	78
-220.032	0	84
-3.27784	1	88
-0.00848409	2	93
1370.22	12	99
-2.86772	0	103
-0.187031	1	108
-0.00182472	2	114
0.642633	12	118
1.52401	13	123
0.0310096	0	129
0.00313638	1	133
1.222e-05	2	138
-0.0650705	12	144
-0.00245242	13	148
0.000262972	14	153
-439.611	12	159
-2.0268	13	163
0.0127105	14	168
1836.63	15	174
-1.77457	12	178
-0.239652	13	183
-0.00246954	14	189
-4.95086	15	193
0.737855	16	198
0.0369993	12	204
0.0040074	13	208
3.1732e-06	14	213
0.0137024	15	219
-0.00318306	16	226
0.000274406	17	234
-877.482	15	243
0.497875	16	247
-0.0206394	17	252
2056.01	18	258
0.43597	15	265
-0.19797	16	273
-0.00217647	17	282
-0.938654	18	289
0.554685	19	297
-0.0266007	15	306
0.00330119	16	316
-3.77115e-05	17	327
0.056874	18	339
-0.00112483	19	346
0.00026743	20	354
-877.484	18	363
0.501095	19	373
-0.0206421	20	384
2056.01	21	396
0.439182	18	403
-0.197975	19	411
-0.00217641	20	420
-0.929523	21	430
0.55467	22	441
-0.026604	18	453
0.0033013	19	460
-3.77118e-05	20	468
0.0568936	21	477
-0.00112467	22	487
0.000267432	23	498
-877.48	21	510
0.489763	22	517
-0.0206522	23	525
2056.01	24	534
0.427819	21	544
-0.197965	22	555
-0.00217669	23	567
-0.924636	24	574
0.554681	25	582
-0.0266173	21	591
0.003301	22	601
-3.7712e-05	23	612
0.0568886	24	624
-0.00112446	25	631
0.000267432	26	639
-877.483	24	648
0.497937	25	658
-0.020642	26	669
2056.01	27	681
0.436024	24	688
-0.197971	25	696
-0.00217648	26	705
-0.933837	27	715
0.554679	28	726
-0.026604	24	738
0.00330121	25	745
-3.77117e-05	26	753
0.0568811	27	762
-0.00112473	28	772
0.000267431	29	783
-877.483	27	795
0.496946	28	802
-0.0206446	29	810
2056.01	30	819
0.435025	27	829
-0.197971	28	840
-0.00217651	29	852
-0.929432	30	859
0.55468	31	867
-0.0266073	27	876
0.00330119	28	886
-3.77118e-05	29	897
0.0568966	30	909
-0.00112463	31	916
0.000267433	32	924
-877.482	30	933
0.493974	31	943
-0.0206523	32	954
2056.01	33	966
0.43203	30	973
-0.19797	31	981
-0.00217659	32	990
-0.927311	33	1000
0.554686	34	1011
-0.0266173	30	1023
0.00330114	31	1030
-3.77122e-05	32	1038
0.0569054	33	1047
-0.00112457	34	1057
0.000267434	35	1068
-877.482	33	1080
0.495553	34	1087
-0.0206523	35	1095
2056.01	36	1104
0.433609	33	1114
-0.197972	34	1125
-0.00217656	35	1137
-0.929162	36	1144
0.554686	37	1152
-0.0266173	33	1161
0.00330118	34	1171
-3.77122e-05	35	1182
0.0569054	36	1194
-0.00112463	37	1201
0.000267434	38	1209
-877.483	36	1218
0.495554	37	1228
-0.0206523	38	1239
2056.01	39	1251
0.43361	36	1258
-0.197972	37	1266
-0.00217655	38	1275
-0.929162	39	1285
0.554686	40	1296
-0.0266173	36	1308
0.00330118	37	1315
-3.77123e-05	38	1323
0.0569054	39	1332
-0.00112463	40	1342
0.000267434	41	1353
-877.482	39	1365
0.495552	40	1372
-0.0206523	41	1380
2056.01	42	1389
0.433608	39	1399
-0.197972	40	1410
-0.00217656	41	1422
-0.929161	42	1429
0.554686	43	1437
-0.0266173	39	1446
0.00330118	40	1456
-3.77122e-05	41	1467
0.0569053	42	1479
-0.00112463	43	1486
0.000267434	44	1494
-877.481	42	1503
0.495553	43	1513
-0.0206523	44	1524
2056.01	45	1536
0.433609	42	1543
-0.197972	43	1551
-0.00217656	44	1560
-0.928543	45	1570
0.554678	46	1581
-0.0266173	42	1593
0.00330118	43	1600
-3.77121e-05	44	1608
0.0568928	45	1617
-0.00112461	46	1627
0.000267432	47	1638
-877.482	45	1650
0.495368	46	1657
-0.0206446	47	1665
2056.01	48	1674
0.433447	45	1684
-0.197969	46	1695
-0.00217654	47	1707
-0.928814	48	1714
0.554676	49	1722
-0.0266073	45	1731
0.00330114	46	1741
-3.77118e-05	47	1752
0.056884	48	1764
-0.0011246	49	1771
0.000267431	50	1779
-877.483	3	1788
0.433445	4	1798
-0.0266073	5	1809
-877.482	48	1821
0.495367	49	1831
-0.0206446	50	1842
2056.01	51	1854
0.495366	3	1867
-0.19797	4	1881
0.00330114	5	1896
0.433446	48	1900
-0.197969	49	1905
-0.00217655	50	1911
-0.928812	51	1915
0.554676	52	1920
-0.0206446	3	1926
-0.00217655	4	1930
-3.77118e-05	5	1935
-0.0266073	48	1941
0.00330114	49	1945
-3.77118e-05	50	1950
0.056884	51	1956
-0.00112459	52	1960
0.000267431	53	1965
-376.302	3	1971
0.929355	4	1975
-0.0172002	5	1980
3670.42	54	1986
0.929355	3	1990
-0.168651	4	1995
-0.00135501	5	2001
-20.5884	54	2005
6.99011	55	2010
-309.065	3	2016
2.58475	4	2020
-0.00234653	5	2025
617.505	54	2031
-99.772	55	2035
2995.3	56	2040
1.48297e-05	3	2046
-0.0036056	4	2050
2.25011e-06	5	2055
-1.11245e-05	54	2061
6.91886e-05	55	2065
-0.000404615	56	2070
0.00048722	57	2076
7.24966	3	2080
-0.0167191	4	2085
6.34172e-05	5	2091
-1.72923	54	2104
-0.132795	55	2118
-4.83614	56	2133
1.9716e-06	57	2140
0.990067	58	2148
0.021787	3	2157
0.000467601	4	2167
-1.82449e-05	5	2178
0.978878	54	2190
-0.0106386	55	2197
0.132807	56	2205
-1.94315e-05	57	2214
0.0309692	58	2224
0.00238541	59	2235
-378.794	54	2247
19.6563	55	2254
-308.44	56	2262
-3.85103e-06	57	2271
-5.71185	58	2281
-0.363994	59	2292
3657.95	60	2304
19.6563	54	2311
-3.66454	55	2319
54.9419	56	2328
0.0035536	57	2338
0.0472343	58	2349
0.00164211	59	2361
-57.6493	60	2368
29.6795	61	2376
-308.44	54	2385
54.942	55	2395
-862.315	56	2406
0.000233389	57	2418
-0.73978	58	2425
-0.0472305	59	2433
615.162	60	2442
-278.514	61	2452
2975.27	62	2463
1.48626e-05	54	2475
-0.0036278	55	2482
-0.000216666	56	2490
3.95337e-06	57	2499
-1.4157e-07	58	2509
2.22128e-06	59	2520
-1.13173e-05	60	2532
9.50097e-05	61	2539
-0.000382569	62	2547
0.000487145	63	2556
7.23502	54	2566
-0.35248	55	2577
5.53043	56	2589
-1.09746e-06	57	2596
0.0199441	58	2604
0.00127216	59	2613
-1.7396	60	2623
0.167171	61	2634
-4.85319	62	2646
2.68774e-06	63	2653
0.974795	64	2661
0.46106	54	2670
-0.0219468	55	2680
0.352466	56	2691
1.72212e-05	57	2703
0.00127216	58	2710
6.23199e-05	59	2718
0.850738	60	2727
-0.00781232	61	2737
-0.16716	62	2748
-1.93198e-05	63	2760
0.0893111	64	2767
0.00957122	65	2775
-380.688	60	2784
37.9917	61	2794
-306.722	62	2805
-1.94604e-06	63	2817
-5.68003	64	2824
-0.703544	65	2832
3648.8	66	2841
37.9917	60	2851
-13.3107	61	2862
106.13	62	2874
0.00355625	63	2881
0.0874049	64	2889
0.00945384	65	2898
-93.8489	66	2908
72.6998	67	2919
-306.722	60	2931
106.13	61	2938
-856.999	62	2946
0.000444045	63	2955
-0.704271	64	2965
-0.087403	65	2976
610.698	66	2988
-450.399	67	2995
2934.29	68	3003
7.51052e-06	60	3012
-0.00362912	61	3022
-0.000442119	62	3033
3.68044e-06	63	3045
-2.72041e-07	64	3052
2.1909e-06	65	3060
-5.01966e-06	66	3069
0.00012045	67	3079
-0.000376064	68	3090
0.000487093	69	3102
7.19471	60	3109
-0.677031	61	3117
5.4654	62	3126
-2.12409e-06	63	3136
0.018935	64	3147
0.00234769	65	3159
-1.74719	66	3166
0.460649	67	3174
-4.8284	68	3183
4.06705e-06	69	3193
0.955148	70	3204
0.891157	60	3216
-0.0833455	61	3223
0.677023	62	3231
1.71433e-05	63	3240
0.00234769	64	3250
0.000271802	65	3261
0.727161	66	3273
0.0309261	67	3280
-0.460644	68	3288
-1.90839e-05	69	3297
0.144734	70	3307
0.0233019	71	3318
-382.061	66	3330
55.8545	67	3337
-303.977	68	3345
-4.34156e-06	69	3354
-5.6292	70	3364
-1.03433	71	3375
3642.42	72	3387
55.8545	66	3394
-28.6817	67	3402
155.19	68	3411
0.00353972	69	3421
0.123803	70	3432
0.0213726	71	3444
-129.037	72	3451
134.3	73	3459
-303.977	66	3468
155.19	67	3478
-844.766	68	3489
0.000657239	69	3501
-0.672384	70	3508
-0.123799	71	3516
604.254	72	3525
-613.041	73	3535
2874.15	74	3546
1.51479e-05	66	3558
-0.00361383	67	3565
-0.000649117	68	3573
3.48147e-06	69	3582
-3.96805e-07	70	3592
2.15871e-06	71	3603
-1.09312e-05	72	3615
0.000143993	73	3622
-0.000366281	74	3630
0.000487058	75	3639
7.13032	66	3649
-0.985997	67	3660
5.36556	68	3672
-3.12429e-06	69	3679
0.0180398	70	3687
0.00331822	71	3696
-1.75222	72	3706
0.74237	73	3717
-4.76525	74	3729
5.41562e-06	75	3736
0.931371	76	3744
1.31015	66	3753
-0.180659	67	3763
0.985982	68	3774
1.70027e-05	69	3786
0.00331822	70	3793
0.000590538	71	3801
0.607811	72	3810
0.103034	73	3820
-0.742359	74	3831
-1.87695e-05	75	3843
0.196835	76	3850
0.0429605	77	3858
-382.99	72	3867
73.1793	73	3877
-300.277	74	3888
-3.96067e-06	75	3900
-5.56068	76	3907
-1.35516	77	3915
3638.29	78	3924
73.1793	72	3934
-49.2351	73	3945
201.341	74	3957
0.00350687	75	3964
0.157129	76	3972
0.0369151	77	3981
-163.104	78	3991
212.525	79	4002
-300.277	72	4014
201.341	73	4021
-826.339	74	4029
0.000862124	75	4038
-0.643359	76	4048
-0.157125	77	4059
595.972	78	4071
-764.537	79	4078
2796.89	80	4086
1.52858e-05	72	4095
-0.00358109	73	4105
-0.000857312	74	4116
3.34606e-06	75	4128
-5.20539e-07	76	4135
2.12343e-06	77	4143
-1.13778e-05	78	4152
0.000165144	79	4162
-0.000351442	80	4173
0.000487035	81	4185
7.04354	72	4192
-1.27572	73	4200
5.23415	74	4209
-4.09812e-06	75	4219
0.0172354	76	4230
0.00420504	77	4242
-1.75486	78	4249
1.00809	79	4257
-4.66784	80	4266
6.43528e-06	81	4276
0.903747	82	4287
1.71654	72	4299
-0.310387	73	4306
1.27571	74	4314
1.68035e-05	75	4323
0.00420504	76	4333
0.0010055	77	4344
0.492469	78	4356
0.205366	79	4363
-1.00808	80	4371
-1.84426e-05	81	4380
0.245267	82	4390
0.0679255	83	4401
